name,address,nearest_station,genres,hours,holiday,price_range,latitude,longitude,place_id,plus_code,homepage_url,sns_url,description,payment_methods,parking
NEW YORK JOE EXCHANGE 下北沢店,東京都世田谷区北沢3-26-4,下北沢駅,ヴィンテージ,12:00-20:00,定休日なし,¥2000~3000,35.6639104,139.6681502,ChIJI_aZ32rzGGARhjQlOeV4oB0,8Q7XMM79+H7,http://newyorkjoeexchange.com/,https://www.instagram.com/newyorkjoeexchange/,元銭湯を改装したユニークな内装の有名店。買取・交換も行う。,現金・クレジット・電子マネー
hickory,東京都世田谷区代沢5-32-10,下北沢駅,アメカジ,13:00-20:00,定休日なし,¥5000~,35.65803,139.6675505,ChIJt-r_HGnzGGARaOW_yx-H8J8,8Q7XMM58+CP,,https://www.instagram.com/hickory_shimokitazawa/,状態の良いレギュラー古着が揃う。
HOOCHIE COOCHIE,東京都世田谷区北沢2-30-2,下北沢駅,ヨーロッパ,12:00-20:00,定休日なし,¥6000~,35.6628274,139.6674357,ChIJbQ-tCGvzGGARIDvKgzCdpM8,8Q7XMM78+4W,,https://www.instagram.com/hoochiecoochie_vintage/,ユーロワークやミリタリーに定評あり。
WED STORE,東京都世田谷区北沢2-35-15,下北沢駅,ストリート,14:00-20:00,定休日なし,¥5000~,35.6631799,139.6680904,ChIJVTGTAmvzGGARN4lh-KpeV-k,8Q7XMM78+8R,http://www.wed-store.com/,https://www.instagram.com/wed_store/,オリジナルアイテムも人気のショップ。
FILM,東京都世田谷区代沢5-30-12,下北沢駅,レディース,13:00-21:00,定休日なし,¥4000~,35.6577997,139.6680254,ChIJjYv0_WjzGGARohSHBqmx6Gw,8Q7XMM58+6C,,https://www.instagram.com/film_shimokitazawa/,ガーリーでレトロなアイテムが多い。
Chicago 下北沢店,東京都世田谷区北沢2-31-2,下北沢駅,アメカジ,11:00-20:00,定休日なし,¥3588~,35.6590071,139.6676807,ChIJQeShDWnzGGARA5rH2wwnK4s,8Q7XMM78+6R,,https://www.instagram.com/harajukuchicago_official/,原宿でおなじみのシカゴの下北沢店。
Husky 下北沢店,東京都世田谷区北沢2-26-21,下北沢駅,ヴィンテージ,12:00-20:00,定休日なし,¥6588~,35.6605668,139.6682702,ChIJyaBOy93zGGARTvmbhjCReAY,8Q7XMM79+64,,https://www.instagram.com/husky_shimokitazawa/,古着好きを唸らせる渋いセレクト。
Gleeful 下北沢店,東京都世田谷区北沢2-26-13,下北沢駅,アメカジ,12:00-20:00,定休日なし,¥5988~,35.6618456,139.6686544,ChIJOeUqjdrzGGARgRZ0qtzLWP0,8Q7XMM79+46,,https://www.instagram.com/gleeful_shimokitazawa/,併設のカフェあり。アメカジ中心のセレクト。
古着屋NOTIME 下北沢店,東京都世田谷区北沢2-19-17,下北沢駅,,0:00~24:00,24時間営業,¥1000~,35.660272,139.6672633,ChIJ3dW4JQDzGGARRqcRBSeCqv0,8Q7XMM68+2J,https://avend.co.jp/notime/,https://www.instagram.com/notime_shimokita,ヴィンテージのジャケットやシャツなど幅広い品ぞろえが人気。手ごろな価格で、おしゃれな雰囲気も人気。
3びきの子ねこ,東京都世田谷区北沢2-25-8,下北沢駅,レディース・Y2K・デザイナー,12:00-20:00,定休日なし,¥600~,35.662309,139.667148,ChIJkVyhoGvzGGARaN5BgdTOjWk,8Q7XMM68+WV,https://nekoharajyuku.stores.jp/,https://www.instagram.com/sanbikinokoneko/,手ごろな価格で掘り出し物が見つかる。
ALASKA 下北沢店,東京都世田谷区北沢2-34-7,下北沢駅,Tシャツ・ヴィンテージ,11:30-21:30,定休日なし,¥6000~,35.6631319,139.6674399,ChIJQzH_EGvzGGARePhj2HxZ6ig,8Q7XMM78+7X,http://alaska-tokyo.jp/,https://www.instagram.com/alaska_shimokitazawa/,質の高いヴィンテージアイテムが揃う。
CYAN-vintage&used-,東京都世田谷区北沢3-19-20 reload・2F 2,下北沢駅,レディース,12:00-20:00,定休日なし,¥4000~,35.663524,139.6701572,ChIJc_GQG9WNGGARLLJ_gc6tagg,8Q7XMM78+2X,,https://www.instagram.com/cyan_shimokitazawa/,東洋百貨店内。トレンド感のあるレディース古着。
ocean BLVD,東京都世田谷区北沢2-25-8,下北沢駅,レギュラー,12:00-20:00,定休日なし,¥2000~,35.6624012,139.6670095,ChIJkVyhoGvzGGARvUZaSxjpb2Q,8Q7XMM78+2X,,https://www.instagram.com/oceanblvd_shimokitazawa/,東洋百貨店内。掘り出し物が多い。
Blue Rose,東京都世田谷区北沢2-25-8,下北沢駅,リメイク,12:00-20:00,定休日なし,¥5000~,35.6623286,139.6672519,,8Q7XMM78+2X,,https://www.instagram.com/bluerose_shimokitazawa/,東洋百貨店内。個性的なリメイク古着。
古着屋 Re:Re 下北沢店:,東京都世田谷区北沢2-31-4 XA北口ビル2F,下北沢駅,ブランド古着,13:00-20:00,定休日なし,¥5000~,35.66265240000001,139.6677788,ChIJrQCrGifzGGARD_3mxxbAcCU,8Q7XMM77+38,,https://www.instagram.com/rere_shimokitazawa/,アーカイブ品などツウ好みの品揃え。
UTA,東京都世田谷区北沢2-9-2,下北沢駅,モード,13:00-20:00,定休日なし,¥4000~,35.6617733,139.6689377,ChIJF-A6TGrzGGARhbLzPa7vIT8,8Q7XMM69+26,,https://www.instagram.com/uta_shimokita/,独特の世界観があるセレクト。
MUD,東京都世田谷区北沢2-12-2,下北沢駅,ストリート,13:00-20:00,定休日なし,¥6000~,35.6628986,139.6688535,ChIJ48ULxmbzGGARpQIWBMxJfFY,8Q7XMM69+87,,https://www.instagram.com/mud_shimokita/,90sストリートなどのグッドレギュラー。
KINJI 下北沢店,東京都世田谷区北沢2-13-11,下北沢駅,大型店,11:00-20:00,定休日なし,¥2999~,35.660632,139.6680285,ChIJ4c2l1WvzGGARYSNOYhVDEKk,8Q7XMM69+64,https://www.kinji.jp/,https://www.instagram.com/kinji_shimokitazawa/,大阪発の大型古着店。物量がすごい。
Top of the Hill 下北沢店,東京都世田谷区北沢2-25-8,下北沢駅,ヴィンテージ,11:00-20:00,金土日は21:00まで,¥5988~,35.659816,139.6682685,ChIJO4HY_lzzGGARd4lrVGDWqs8,8Q7XMM59+X8,http://www.topofthehill.jp/,https://www.instagram.com/topofthehill_shimokitazawa/,東洋百貨店別館。クラシカルな雰囲気。
大東京ゲリラショップ,埼玉県川口市芝新町15-2,蕨駅,ヴィンテージ・アメカジ・革靴・ブーツ,13:00-18:00,土日・祝のみ営業,¥4000~,35.8299213,139.6959462,ChIJd3Kw4SCTGGAR9yYKUTekQ18,8Q7XRMHW+X9,,https://www.instagram.com/daitokyo_kawaguchi/,アメカジ、ヴィンテージ、レザーアイテムが充実した川口の名店。
LeeLoo Koenji / 古着屋,東京都杉並区高円寺南4-29-15 セトル高円寺 B1,高円寺駅,ゴシック・パンク系・個性派古着,11:00〜19:00 前後（Instagram上で日によって変更あり。最新は要確認）,インスタを確認,¥7000~,35.7037829,139.6508088,ChIJ97q-6nPzGGARqbZ2yVxfUkw,8Q7XPM32+G8,,https://www.instagram.com/leeloo_koenji/,デザイン系・世界観重視の専門店。値段設定はやや高め。
古着屋 MERRYLOU,東京都杉並区高円寺北2-6-4 井上ビル 1F,高円寺駅,ユーズド・レディース・セレクト,12:00~20:00,インスタを確認,¥3000~,35.7061491,139.6497929,ChIJ1UZLxljzGGARbTF9b6ygtsw,8Q7XPJ4X+FW,,https://www.instagram.com/merrylou_koenji/,高円寺のセレクト古着屋。レディース中心でトレンド感のある品揃え。
ibeestore,東京都杉並区高円寺北3-23-2 1F,高円寺駅,カジュアル・大型・レディース,12:00~20:00,定休日なし,リーズナブル～中価格帯,35.706334,139.6494935,ChIJN_KOkHTzGGARc755f0RnUBE,8Q7XPJ4X+GQ,,https://www.instagram.com/ibeestore/,高円寺の大型古着店。メンズ・レディースともに充実。
古着屋 SANGO,東京都杉並区高円寺2-6-4井上ビル3F,高円寺駅,90s・00s・ストリート・カジュアル,13:00〜21:00,定休日なし,中価格帯,35.7062271,139.6497597,ChIJ9cC7ug_zGGAR8n5ALtcgO5w,8Q7XPJ4X+FW,,https://www.instagram.com/0120furugi/,90年終わりから2000年頭の流行りを軸にデカくてカッケェスタイリング
PARA select & vintage 古着屋,東京都杉並区高円寺南3丁目46-9 102,高円寺駅,セレクト・ヴィンテージ・デザイナー・カジュアル,12:00~20:00,なし（土日は12:00~),中価格帯,35.703529,139.6486062,ChIJhwu5NODzGGARSTNjte6RqWU,8Q7XPJ3X+CC,,https://www.instagram.com/para._koenji/,高円寺のセレクト＆ヴィンテージ古着屋。ユニセックスでヴィンテージと現行の幅広いジャンルを扱う。
古着屋 Abyss（アビス）,東京都杉並区高円寺北3丁目41-8,高円寺駅,Y2K・grunge・レディース・個性派,12:00~20:00,木曜日,¥5000~,35.7103647,139.6469201,ChIJMTJ2aCzzGGARyc9KfRu-82E,8Q7XPJ6W+4Q,,https://www.instagram.com/abyss_tokyo?igsh=bXVhbTNienhoa2E5&utm_source=qr,高円寺の個性派古着屋。レディースのY2Kやグランジ系が充実。
古着屋ぼくらはえもいーず,東京都渋谷区神宮前1-7-8竹下荘2C,原宿駅,Y2K・レディース・個性派,11:00~20:00,不定休,¥3000~,35.6705523,139.7055971,ChIJZyB5VgCNGGARhRMP46Hg-2c,8Q7XMPC4+66,,https://www.instagram.com/bokuemo00/,"竹下通りエリアの小さな原宿系古着屋。カラフルで""エモい""テイストのレディース・ユニセックス古着屋が多い。"
YAMAHISA USED CLOTHING SHOP 原宿店,東京都渋谷区神宮前1-19-4,原宿駅,アメカジ・ストリート・メンズ中心,11:00~20:00,不定休,¥4000~,35.6714794,139.7040953,ChIJQ_KNgxKNGGARsR4S5vC-QgE,8Q7XMPC3+HJ,,https://www.instagram.com/,竹下通りの先にある高評価のアメカジ古着屋。ストリート寄りのアメリカ古着も充実しており、グーグルマップのレビュー件数も多い人気のお店。
KINJI 原宿店,東京都渋谷区神宮前4-31-10 YMスクエア原宿B1F,原宿駅,メンズ・レディース・古着全般・量り売り,11:00~20:00,なし（商業施設に準拠）,¥1000~,35.6690562,139.7060816,ChIJ451SgaSMGGAReYMxwFDwZoQ,8Q7XMP94+JC,,https://www.instagram.com/kinji_harajuku/,大型で見やすい店内とリーズナブルな価格帯が特徴。量り売りコーナーもあり、学生に人気の古着チェーン店。
カインドオル 原宿店,東京都渋谷区神宮前4丁目29-3 表参道ビル3F,原宿駅,ブランド古着・モード・ストリート,12:00~20:00,不定休,¥8000~,35.6682619,139.7065213,ChIJvUspY6OMGGARQ46OEXdIKJQ,8Q7XMP94+8J,,https://www.instagram.com/kindal_harajuku/,ハイブランドやドメスティックブランドの中古衣料を扱う買取販売店。状態の良いモード・ストリート系アイテムが揃う。
古着屋 森のくまさん,埼玉県さいたま市大宮区大門町3丁目200,大宮駅,学生・ヴィンテージ・スポーツ,13:00~19:00,不定休,¥2000~,35.9094857,139.6294894,ChIJQ8Gv20frGGAR3sVs7qz-MrQ,8Q7XWJ5H+QQ,,https://instagram.com/morinokuma3_r.a?igshid=MmIzYWVlNDQ5Yg==,大宮の学生に人気の古着屋。ヴィンテージやUSED商品が格安で買える。
セカンドストリート 川口店,埼玉県川口市栄町3丁目2 1号 KIKビル1F,川口駅,セカスト・アメカジ・supreme・ストリート・ヴィンテージ,10:00~21:00,なし,¥1000~,35.80306,139.718179,,,https://www.2ndstreet.jp/shop/details?shopsId=32091,,川口駅に2025年10月にオープンしたセカスト。supremeなどのハイブランド商品やvintage商品も多数扱い。普通のセカストよりは少し高め。駐車場はなし。,,なし
トレファクスタイル 十条店,東京都北区上十条3丁目3-11,十条駅,セレクトショップ,10:00~20:00,なし,¥1000~,35.760658,139.718677,,8Q7XQP69+7F,https://www.tf-style.com/shop/407/"https://www.tf-style.com/",,幅広いジャンルのアイテムを取り扱った豊富なラインナップ。トレンドから、定番アイテムなど多数そろう。
古着屋JAM 原宿店,東京都渋谷区神宮前6-28-5,原宿駅,"アメカジ,ヴィンテージ",11:00-20:00,定休日なし,¥3000~¥15000,35.6645,139.7045,,,https://jamtrading.jp/,https://instagram.com/furugiya_jam_official,国内最大級の古着屋JAMの原宿店。初心者からマニアまで楽しめる圧倒的な品揃えが魅力です。,
Chicago 表参道店,東京都渋谷区神宮前4-26-26,表参道駅,"着物,アメカジ,ヨーロッパ",11:00-20:00,定休日なし,¥3000~¥15000,35.6685,139.7065,,,https://www.chicago.co.jp/,,原宿・表参道エリアの老舗。着物の取り扱いも豊富で、海外からの観光客にも人気のお店です。,
USED SNEAKERS KAI,埼玉県川口市芝中田1-1-14,蕨駅,"スニーカー,ストリート",13:00-20:00,定休日なし,¥3000~,35.8315,139.6963,,,https://used-sneakers.com/,https://www.instagram.com/usedsneakers_kai/,蕨駅東口から徒歩9分。リーズナブルな価格帯で珍しいヴィンテージスニーカーが揃う中古スニーカー専門店。,
古着83 十条店,東京都北区十条仲原1-2-5 赤のれんビル2F,十条駅,"ヴィンテージ,レギュラー",12:00-20:00,定休日なし,¥1000~,35.7634,139.7212,,,https://furugi83.thebase.in/,https://www.instagram.com/furu.gi83/,十条商店街にあるアットホームな古着屋。良心的な価格設定と気さくな店主が魅力です。,
セカンドストリート 原宿店,東京都渋谷区神宮前4-26-4,原宿駅,"ヴィンテージ,ストリート",11:00-21:00,なし,¥5000~,35.6692271,139.7081291,,,,,メンズ強化店。,クレジットカード・スマホバーコード決済・現金
セカンドストリート 高円寺店,東京都杉並区高円寺南4-6-7,高円寺駅,"ヴィンテージ,アメカジ",11:00-21:00,なし,¥3000~,35.703028,139.6490492,,,,,古着の街の旗艦店。,クレジットカード・スマホバーコード決済・現金
スーパーセカンドストリート 大宮日進店,埼玉県さいたま市北区日進町3-372,日進駅,"超大型,楽器,古着",10:00-22:00,なし,¥1000~,35.9367519,139.5987896,,,,,日本最大級の在庫。,クレジットカード・スマホバーコード決済・現金,あり
セカンドストリート アメリカ村店,大阪府大阪市中央区西心斎橋2-18-5,心斎橋駅,"ストリート,スニーカー",11:00-21:00,なし,¥5000~,34.6722428,135.4974877,,,,,関西のストリートカルチャーの拠点。,クレジットカード・スマホバーコード決済・現金
セカンドストリート 札幌狸小路4丁目店,北海道札幌市中央区南2条西4-9-2,大通駅,"ブランド,ヴィンテージ",10:00-22:00,なし,¥5000~,43.0572281,141.3516235,,,,,北海道最大の品揃え。,クレジットカード・スマホバーコード決済・現金
セカンドストリート 仙台中央店,宮城県仙台市青葉区中央2-4-10,仙台駅,"セレクト,ブランド古着",10:00-21:00,なし,¥5000~,38.26211,140.8713,,,,,東北エリアのトレンド発信拠点。,クレジットカード・スマホバーコード決済・現金
セカンドストリート 宇都宮簗瀬店,栃木県宇都宮市簗瀬町2512-1,宇都宮駅,"トータル,古着全般",10:00-21:00,なし,¥1000~,36.5441314,139.8942151,,,,,北関東の広大な店舗。,クレジットカード・スマホバーコード決済・現金,あり
スーパーセカンドストリート 柏沼南店,千葉県柏市風早1-8-1,柏駅,"超大型,アウトドア",10:00-21:00,なし,¥1000~,35.8397974,140.0045411,,,,,東日本最大級。,クレジットカード・スマホバーコード決済・現金,あり
スーパーセカンドストリート 名古屋みなと店,愛知県名古屋市港区砂美町1-5,名古屋競馬場前駅,"超大型,家具",10:00-21:00,なし,¥1000~,35.1065099,136.8717918,,,,,東海地方最大の店舗。,クレジットカード・スマホバーコード決済・現金,あり
セカンドストリート 堀江店,大阪府大阪市西区南堀江1-9-1,四ツ橋駅,"デザイナーズ,モード",11:00-21:00,なし,¥10000~,34.67113,135.496079,,,,,アーカイブ作品が揃う。,クレジットカード・スマホバーコード決済・現金
セカンドストリート 神戸三宮店,兵庫県神戸市中央区加納町4-3-5,三宮駅,"インポート,ハイブランド",11:00-21:00,なし,¥10000~,34.6945885,135.1931349,,,,,欧州インポートブランドが強い。,クレジットカード・スマホバーコード決済・現金
セカンドストリート 福岡天神2号店,福岡県福岡市中央区大名2-1-4,天神駅,"ヴィンテージ,メンズ",11:00-21:00,なし,¥10000~,33.5887023,130.3960067,,,,,マニア垂涎のヴィンテージ特化店。,クレジットカード・スマホバーコード決済・現金
セカンドストリート 那覇小禄店,沖縄県那覇市赤嶺2-1-7,赤嶺駅,"夏服,アウトドア",10:00-21:00,なし,¥1000~,26.1979829,127.6684142,,,,,沖縄ならではの品揃え。,クレジットカード・スマホバーコード決済・現金
無人古着屋NOTIME 山形店,山形県山形市美畑町12-27 南栄ビル1階,山形駅,"アメカジ,ベーシック",24時間営業,なし,不明,38.2351,140.3262,,,,https://www.instagram.com/notime_yamagata/,山形市初の24時間365日営業無人古着屋。LINE解錠式で入店しセルフレジで決済。ベーシックなアメカジを中心に手頃な価格で展開。,電子マネー・スマホバーコード決済,あり（9台）
SQUAT（スクワット）,山形県山形市十日町4-3-14,山形駅,"ヨーロッパヴィンテージ,ミリタリー,ワークウェア",11:00-20:00,不定休,不明,38.2523,140.3572,,,https://squat.shop-pro.jp/,https://www.instagram.com/squat_used_clothing/,1900年代〜1980年代のヨーロッパ直輸入ヴィンテージ専門店。ワークウェア・ミリタリー・欧州アヴァンギャルドを中心に展開する山形の老舗。,現金,
MUNDO NOVO（ムンドノーボ）,山形県山形市南三番町11-26,山形駅,"レディース,ヨーロッパヴィンテージ",13:00-19:00,不定休,不明,38.2472,140.3598,,,,https://www.instagram.com/mundonovo___/,SQUATオーナーが営むレディース向けヨーロッパ古着セレクトショップ。手頃な価格でヨーロッパの古着・小物を厳選。全国でも珍しい欧州レディース専門店。,現金,あり（3台）
antique store LIFE（ライフ）,山形県山形市緑町3-16-5,山形駅,"アメリカンヴィンテージ,ネイティブジュエリー",12:00-19:00,不定休,不明,38.2538,140.3424,,,,https://www.instagram.com/lifeyamagata/,アメリカで買い付けたヴィンテージ古着とネイティブアメリカンジュエリーを専門に扱うセレクトショップ。アンティーク雑貨も豊富。,現金,
Sunny Collection（サニーコレクション）,山形県山形市西田2-4-13,山形駅,"アメカジ,ミリタリー,アウトドア",10:30-19:00,月曜・火曜・水曜,不明,38.2383,140.3142,,,https://sunnycollection.jp/,https://www.instagram.com/sunnycollection/,山形市西バイパス沿いのアメカジ専門古着屋。カフェ併設で80〜90年代を中心とした厳選ヴィンテージをゆったりと選べる。,現金,あり
hawdacot（ハウダコット）山形,山形県山形市本町1-4-23 細谷ビル1F,山形駅,"ヴィンテージ,US古着,レディース",12:00-20:00,不定休,不明,38.2499,140.3548,,,,https://www.instagram.com/hawdacot_yamagata/,90年代以降の良質なヴィンテージを幅広く展開。埼玉発の古着ブランドが山形に出店。全年代・男女問わず楽しめる。,現金,
Drops（ドロップス）,山形県山形市七日町2-4-1 1F,山形駅,"レディース,アメリカ古着",12:00-19:00,火曜・水曜,不明,38.2494,140.3542,,,,,レンガビルが目印の七日町のレディース専門古着屋。アメリカ・カナダの古着とアクセサリーを取り扱う。,現金,
